patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Rafaela,support,57.67,0.82,8.71,mythic,
,,Marcel,support,57.56,0.18,12.79,mythic,
,,Gloo,tank,56.87,0.52,57.54,mythic,
,,Lolita,support,56.7,0.09,0.4,mythic,
,,Masha,fighter,56.22,0.06,0.18,mythic,
,,Minotaur,tank,55.26,0.58,4.05,mythic,
,,Khufra,tank,54.85,0.18,0.59,mythic,
,,Argus,fighter,54.8,0.34,0.9,mythic,
,,Floryn,support,54.68,0.94,23.5,mythic,
,,Ling,assassin,54.52,0.71,2.8,mythic,
,,Atlas,tank,54.37,0.95,15.44,mythic,
,,Sun,fighter,54.26,1.73,50.2,mythic,
,,Hanabi,marksman,53.71,3.74,14.24,mythic,
,,Belerick,tank,53.67,1.44,59.88,mythic,
,,Hanzo,assassin,53.65,0.4,5.45,mythic,
,,Estes,support,53.55,0.65,53.91,mythic,
,,Benedetta,assassin,53.38,0.38,0.68,mythic,
,,Miya,marksman,53.33,3.59,17.28,mythic,
,,Khaleed,fighter,53.26,0.14,0.22,mythic,
,,Popol and Kupa,marksman,53.18,0.39,0.35,mythic,
,,Gord,mage,52.85,1.17,3.45,mythic,
,,Valir,mage,52.83,1.01,3.1,mythic,
,,Carmilla,support,52.81,0.6,1.51,mythic,
,,Barats,tank,52.74,0.41,1.27,mythic,
,,Melissa,marksman,52.41,1.04,4.48,mythic,
,,Irithel,marksman,52.41,0.45,0.64,mythic,
,,Diggie,support,52.32,0.19,4.94,mythic,
,,Silvanna,fighter,52.29,1.47,4.2,mythic,
,,Minsitthar,fighter,52.27,0.84,19.67,mythic,
,,Hilda,fighter,52.17,0.74,6.67,mythic,
,,Natalia,assassin,51.92,0.39,3.96,mythic,
,,Yi Sun-shin,assassin,51.9,1.33,11.05,mythic,
,,Terizla,fighter,51.72,0.41,0.44,mythic,
,,Eudora,mage,51.68,2.06,39.96,mythic,
,,Kagura,mage,51.67,0.5,1.19,mythic,
,,Zetian,mage,51.66,1.48,15.34,mythic,
,,Kadita,mage,51.63,0.75,6.91,mythic,
,,Zhask,mage,51.57,0.46,0.75,mythic,
,,Cyclops,mage,51.54,0.76,0.36,mythic,
,,Akai,tank,51.45,0.54,11.34,mythic,
,,Lukas,fighter,51.39,0.33,0.86,mythic,
,,Bane,fighter,51.2,0.35,0.2,mythic,
,,Uranus,tank,51.02,0.39,0.89,mythic,
,,Guinevere,fighter,50.97,1.14,12.45,mythic,
,,Edith,tank,50.88,0.22,0.13,mythic,
,,Paquito,fighter,50.7,1.54,58.7,mythic,
,,Vale,mage,50.69,0.74,0.38,mythic,
,,Faramis,support,50.67,0.05,0.36,mythic,
,,Badang,fighter,50.61,1.0,1.19,mythic,
,,Aamon,assassin,50.59,0.94,5.48,mythic,
,,Fredrinn,fighter,50.58,0.51,3.89,mythic,
,,Alice,tank,50.58,0.6,5.33,mythic,
,,X.Borg,fighter,50.51,0.68,4.08,mythic,
,,Thamuz,fighter,50.43,1.08,3.39,mythic,
,,Natan,marksman,50.34,0.25,0.18,mythic,
,,Leomord,fighter,50.27,0.43,2.16,mythic,
,,Julian,assassin,50.22,1.11,3.06,mythic,
,,Hirara,assassin,50.19,0.47,35.63,mythic,
,,Aulus,fighter,50.17,0.28,0.54,mythic,
,,Novaria,mage,50.06,1.19,3.72,mythic,
,,Roger,fighter,50.01,0.42,0.17,mythic,
,,Aldous,fighter,50.0,0.48,0.64,mythic,
,,Vexana,mage,49.97,2.05,2.38,mythic,
,,Suyou,assassin,49.95,0.76,2.64,mythic,
,,Lapu-Lapu,fighter,49.93,0.43,1.46,mythic,
,,Lylia,mage,49.78,0.49,0.89,mythic,
,,Johnson,tank,49.78,0.92,3.43,mythic,
,,Alucard,fighter,49.76,0.63,0.59,mythic,
,,Saber,assassin,49.72,1.08,42.71,mythic,
,,Yu Zhong,fighter,49.61,0.68,2.33,mythic,
,,Lunox,mage,49.57,0.19,0.25,mythic,
,,Ruby,fighter,49.55,0.37,0.81,mythic,
,,Odette,mage,49.39,0.57,0.36,mythic,
,,Sora,fighter,49.37,0.52,8.42,mythic,
,,Ixia,marksman,49.26,0.93,2.21,mythic,
,,Brody,marksman,49.25,0.55,1.06,mythic,
,,Yve,mage,49.15,0.04,0.06,mythic,
,,Beatrix,marksman,49.1,0.56,0.65,mythic,
,,Gusion,assassin,49.08,1.82,8.62,mythic,
,,Angela,support,49.08,1.69,15.03,mythic,
,,Moskov,marksman,49.06,0.8,0.36,mythic,
,,Esmeralda,tank,49.03,0.88,3.3,mythic,
,,Aurora,mage,48.86,0.53,0.44,mythic,
,,Cecilion,mage,48.81,0.59,0.24,mythic,
,,Hylos,tank,48.79,0.35,0.93,mythic,
,,Obsidia,marksman,48.77,0.52,1.19,mythic,
,,Clint,marksman,48.7,0.62,0.77,mythic,
,,Balmond,fighter,48.66,1.22,1.33,mythic,
,,Helcurt,assassin,48.62,0.94,30.0,mythic,
,,Chang'e,mage,48.58,0.91,0.74,mythic,
,,Wanwan,marksman,48.54,0.13,0.22,mythic,
,,Dyrroth,fighter,48.53,1.65,1.91,mythic,
,,Claude,marksman,48.5,0.78,0.55,mythic,
,,Yin,fighter,48.48,0.61,2.76,mythic,
,,Selena,assassin,48.4,1.24,7.24,mythic,
,,Xavier,mage,48.35,0.47,0.16,mythic,
,,Nolan,assassin,48.16,0.45,1.17,mythic,
,,Jawhead,fighter,48.15,0.53,0.61,mythic,
,,Grock,tank,48.0,0.42,1.7,mythic,
,,Bruno,marksman,48.0,0.14,0.11,mythic,
,,Arlott,fighter,47.99,0.38,0.7,mythic,
,,Luo Yi,mage,47.97,0.18,0.11,mythic,
,,Karrie,marksman,47.9,0.61,1.86,mythic,
,,Cici,fighter,47.85,0.3,1.7,mythic,
,,Phoveus,fighter,47.72,0.27,0.96,mythic,
,,Chip,support,47.66,0.04,0.56,mythic,
,,Hayabusa,assassin,47.66,0.72,3.02,mythic,
,,Zhuxin,mage,47.63,0.11,0.94,mythic,
,,Martis,fighter,47.63,0.59,0.87,mythic,
,,Kimmy,marksman,47.53,0.6,0.64,mythic,
,,Freya,fighter,47.42,0.63,2.83,mythic,
,,Layla,marksman,47.41,1.35,1.33,mythic,
,,Nana,mage,47.3,1.83,5.7,mythic,
,,Harley,assassin,47.24,1.1,18.5,mythic,
,,Pharsa,mage,47.13,0.49,0.34,mythic,
,,Lesley,marksman,47.13,2.12,19.63,mythic,
,,Zilong,fighter,47.12,0.9,0.53,mythic,
,,Joy,assassin,47.06,0.16,0.46,mythic,
,,Kaja,support,46.53,0.71,48.54,mythic,
,,Harith,mage,46.33,0.17,0.21,mythic,
,,Baxia,tank,46.11,0.09,0.25,mythic,
,,Chou,fighter,46.05,1.34,6.64,mythic,
,,Karina,assassin,45.83,0.73,2.71,mythic,
,,Tigreal,tank,45.72,2.31,13.58,mythic,
,,Alpha,fighter,45.68,1.07,0.53,mythic,
,,Mathilda,support,45.31,0.11,0.25,mythic,
,,Gatotkaca,tank,45.25,0.67,0.56,mythic,
,,Kalea,support,44.19,0.12,0.52,mythic,
,,Lancelot,assassin,44.11,0.52,0.68,mythic,
,,Valentina,mage,43.38,0.1,0.13,mythic,
,,Franco,tank,43.09,1.14,7.27,mythic,
,,Fanny,assassin,42.33,0.55,2.23,mythic,
,,Granger,marksman,41.1,1.33,2.64,mythic,
