patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Marcel,support,59.11,0.16,9.24,mythic,
,,Rafaela,support,57.83,0.88,11.21,mythic,
,,Gloo,tank,56.96,0.56,47.88,mythic,
,,Lolita,support,55.64,0.09,0.38,mythic,
,,Argus,fighter,55.45,0.4,1.07,mythic,
,,Minotaur,tank,55.4,0.51,4.06,mythic,
,,Masha,fighter,54.8,0.06,0.19,mythic,
,,Estes,support,54.64,0.68,58.65,mythic,
,,Belerick,tank,54.53,1.53,57.09,mythic,
,,Sun,fighter,54.45,1.79,47.84,mythic,
,,Floryn,support,54.02,0.88,20.03,mythic,
,,Popol and Kupa,marksman,53.74,0.38,0.4,mythic,
,,Hanabi,marksman,53.63,4.23,17.54,mythic,
,,Ling,assassin,53.62,0.48,1.45,mythic,
,,Benedetta,assassin,53.47,0.32,0.72,mythic,
,,Khaleed,fighter,53.43,0.11,0.19,mythic,
,,Atlas,tank,53.25,0.73,12.98,mythic,
,,Miya,marksman,53.15,3.79,21.42,mythic,
,,Khufra,tank,53.15,0.14,0.43,mythic,
,,Diggie,support,52.96,0.17,3.63,mythic,
,,Carmilla,support,52.93,0.58,1.69,mythic,
,,Valir,mage,52.76,1.05,3.28,mythic,
,,Gord,mage,52.55,0.92,2.13,mythic,
,,Hilda,fighter,52.49,0.79,5.7,mythic,
,,Barats,tank,52.45,0.51,2.48,mythic,
,,Silvanna,fighter,52.41,1.66,4.66,mythic,
,,Zhask,mage,52.38,0.47,0.93,mythic,
,,Natalia,assassin,52.37,0.43,4.33,mythic,
,,Melissa,marksman,52.22,1.15,8.19,mythic,
,,Minsitthar,fighter,52.18,0.78,14.96,mythic,
,,Cyclops,mage,51.86,0.79,0.44,mythic,
,,Uranus,tank,51.85,0.37,0.93,mythic,
,,Eudora,mage,51.84,1.84,56.51,mythic,
,,Zetian,mage,51.8,1.25,11.45,mythic,
,,Lukas,fighter,51.65,0.33,0.98,mythic,
,,Terizla,fighter,51.65,0.4,0.46,mythic,
,,Bane,fighter,51.61,0.41,0.27,mythic,
,,Kagura,mage,51.5,0.47,1.28,mythic,
,,Akai,tank,51.43,0.44,6.99,mythic,
,,Irithel,marksman,51.29,0.4,0.63,mythic,
,,Yi Sun-shin,assassin,51.28,1.04,10.21,mythic,
,,Hanzo,assassin,51.2,0.61,28.4,mythic,
,,Roger,fighter,51.18,0.34,0.18,mythic,
,,Vale,mage,51.02,0.82,0.56,mythic,
,,Obsidia,marksman,50.97,0.73,2.33,mythic,
,,Aamon,assassin,50.96,0.96,6.98,mythic,
