patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Rafaela,support,58.18,0.86,10.64,mythic,
,,Marcel,support,58.16,0.15,8.46,mythic,
,,Gloo,tank,57.4,0.51,49.29,mythic,
,,Lolita,support,56.0,0.08,0.35,mythic,
,,Argus,fighter,55.86,0.48,1.36,mythic,
,,Sun,fighter,55.37,1.77,44.78,mythic,
,,Estes,support,55.32,0.66,60.93,mythic,
,,Minotaur,tank,55.22,0.5,5.16,mythic,
,,Belerick,tank,54.59,1.49,58.85,mythic,
,,Hanabi,marksman,54.29,4.14,18.86,mythic,
,,Floryn,support,53.86,0.81,18.7,mythic,
,,Popol and Kupa,marksman,53.82,0.35,0.37,mythic,
,,Atlas,tank,53.7,0.65,12.21,mythic,
,,Miya,marksman,53.56,3.97,23.75,mythic,
,,Benedetta,assassin,53.49,0.29,0.64,mythic,
,,Valir,mage,53.28,1.04,3.75,mythic,
,,Carmilla,support,53.26,0.55,1.74,mythic,
,,Zhask,mage,53.22,0.45,1.01,mythic,
,,Barats,tank,53.11,0.58,3.59,mythic,
,,Masha,fighter,53.1,0.06,0.21,mythic,
,,Khufra,tank,53.05,0.13,0.37,mythic,
,,Ling,assassin,53.0,0.44,1.08,mythic,
,,Silvanna,fighter,52.85,1.63,5.36,mythic,
,,Hilda,fighter,52.78,0.83,14.34,mythic,
,,Bane,fighter,52.77,0.35,0.3,mythic,
,,Khaleed,fighter,52.48,0.11,0.18,mythic,
,,Gord,mage,52.32,0.85,1.94,mythic,
,,Natalia,assassin,52.18,0.44,4.38,mythic,
,,Minsitthar,fighter,52.09,0.75,10.99,mythic,
,,Terizla,fighter,52.01,0.39,0.49,mythic,
,,Cyclops,mage,51.76,0.78,0.53,mythic,
,,Zetian,mage,51.75,1.15,9.71,mythic,
,,Melissa,marksman,51.72,1.19,10.44,mythic,
,,Eudora,mage,51.68,1.8,58.73,mythic,
,,Uranus,tank,51.58,0.34,0.85,mythic,
,,Edith,tank,51.56,0.25,0.17,mythic,
,,Akai,tank,51.37,0.43,4.43,mythic,
,,Roger,fighter,51.31,0.32,0.18,mythic,
,,Yi Sun-shin,assassin,51.28,1.21,10.88,mythic,
,,Kagura,mage,51.26,0.45,1.25,mythic,
,,Vale,mage,51.23,0.8,0.53,mythic,
,,X.Borg,fighter,51.07,0.7,5.46,mythic,
,,Diggie,support,50.99,0.14,2.87,mythic,
,,Obsidia,marksman,50.96,0.69,2.88,mythic,
,,Julian,assassin,50.92,1.07,2.96,mythic,
,,Guinevere,fighter,50.92,0.89,7.56,mythic,
,,Lukas,fighter,50.86,0.35,1.99,mythic,
,,Johnson,tank,50.84,1.01,3.84,mythic,
,,Hanzo,assassin,50.84,0.62,27.95,mythic,
,,Kadita,mage,50.76,0.71,6.51,mythic,
,,Aamon,assassin,50.72,0.96,7.77,mythic,
,,Alice,tank,50.71,0.5,7.58,mythic,
,,Badang,fighter,50.67,0.89,0.85,mythic,
,,Irithel,marksman,50.65,0.38,0.67,mythic,
,,Fredrinn,fighter,50.54,0.36,3.59,mythic,
,,Leomord,fighter,50.5,0.23,1.64,mythic,
,,Vexana,mage,50.5,2.27,3.31,mythic,
,,Paquito,fighter,50.42,1.48,45.55,mythic,
,,Saber,assassin,50.38,1.32,48.24,mythic,
,,Hirara,assassin,50.18,0.5,36.6,mythic,
,,Thamuz,fighter,50.15,1.27,4.96,mythic,
,,Aldous,fighter,50.15,0.54,0.9,mythic,
,,Suyou,assassin,50.11,0.71,2.24,mythic,
,,Faramis,support,50.02,0.04,0.32,mythic,
